	FacilityID	LookupSetID	PDOPPSLRSComplete	LRSVariable	AnswerValue	AnswerText	LowNormalRaw	HighNormalRaw	Comment	OtherUnit	country	LDOExtract
89	118001.0	126.0	1.0	b'AlkPhosphUnit'	b'1'	b'U/L'	b'50'	b'136'			b'Thailand'	b'N/A'
90	118001.0	212.0	1.0	b'AlkPhosphBoneUnit'							b'Thailand'	b'N/A'
91	118001.0	213.0	1.0	b'MagnesiumUnit'	b'2'	b'mg/dL'	b'1.8'	b'2.4'			b'Thailand'	b'N/A'
92	118001.0	215.0	1.0	b'InterleukinUnit'							b'Thailand'	b'N/A'
93	118001.0	267.0	1.0	b'VDUnit1'							b'Thailand'	b'N/A'
94	118001.0	268.0	1.0	b'VDUnit2'							b'Thailand'	b'N/A'
95	118001.0	269.0	1.0	b'$FASTGlc'							b'Thailand'	b'N/A'
96	118001.0	270.0	1.0	b'PLTUnit'	b'2'	b'10^3 cells/\xb5L'	b'140'	b'400'			b'Thailand'	b'N/A'
97	118001.0	271.0	1.0	b'CHrUnit'							b'Thailand'	b'N/A'
98	118001.0	272.0	1.0	b'pRBCUnit'							b'Thailand'	b'N/A'
99	118001.0	273.0	1.0	b'FBNGUnit'							b'Thailand'	b'N/A'
100	118001.0	274.0	1.0	b'BNPUnit'							b'Thailand'	b'N/A'
101	118001.0	275.0	1.0	b'pBNPUnit'							b'Thailand'	b'N/A'
102	118001.0	276.0	1.0	b'TrpTUnit'							b'Thailand'	b'N/A'
103	118001.0	277.0	1.0	b'TrpIUnit'							b'Thailand'	b'N/A'
104	118001.0	280.0	1.0	b'CreatUnit'	b'1'	b'mg/dL'	b'0.7'	b'1.5'			b'Thailand'	b'N/A'
105	118001.0	281.0	1.0	b'$CATyp'							b'Thailand'	b'N/A'
106	118001.0	282.0	1.0	b'PhosphUnit'	b'1'	b'mg/dL'	b'2.5'	b'4.9'			b'Thailand'	b'N/A'
107	118001.0	283.0	1.0	b'PTHUnit'							b'Thailand'	b'N/A'
108	118001.0	284.0	1.0	b'UricAcidUnit'	b'1'	b'mg/dL'	b'3.5'	b'8.5'			b'Thailand'	b'N/A'
109	118001.0	285.0	1.0	b'GlucoseUnit'	b'1'	b'mg/dL'	b'65'	b'110'			b'Thailand'	b'N/A'
110	118001.0	286.0	1.0	b'TotCholUnit'	b'1'	b'mg/dL'	b'0'	b'200'			b'Thailand'	b'N/A'
111	118001.0	287.0	1.0	b'HDLCholUnit'	b'1'	b'mg/dL'	b'35'	b'60'			b'Thailand'	b'N/A'
112	118001.0	288.0	1.0	b'LDLCholUnit'	b'1'	b'mg/dL'	b'0'	b'130'			b'Thailand'	b'N/A'
113	118001.0	289.0	1.0	b'TriglycUnit'	b'1'	b'mg/dL'	b'30'	b'150'			b'Thailand'	b'N/A'
114	118001.0	290.0	1.0	b'SerumIronUnit'	b'1'	b'\xb5g/dL'	b'35'	b'150'			b'Thailand'	b'N/A'
115	118001.0	291.0	1.0	b'TIBCUnit'	b'1'	b'\xb5g/dL'	b'250'	b'450'			b'Thailand'	b'N/A'
116	118001.0	292.0	1.0	b'FerritinUnit'	b'6'	b'ng/mL'	b'13'	b'400'			b'Thailand'	b'N/A'
117	118001.0	293.0	1.0	b'CRPUnit'	b'1'	b'mg/dL'	b'0.100'	b'0.744'			b'Thailand'	b'N/A'
118	118001.0	307.0	1.0	b'eGFRUnit'	b'1'	b'mL/min/1.73m^2'					b'Thailand'	b'N/A'
119	118001.0	318.0	1.0	b'$FASTLpd'							b'Thailand'	b'N/A'
120	118001.0	332.0	1.0	b'Beta2MicroglobUnit'							b'Thailand'	b'N/A'
121	118001.0	360.0	1.0	b'FGF23 Units'							b'Thailand'	b'N/A'
122	118001.0	371.0	1.0	b'Glycosylated Albumin'							b'Thailand'	b'N/A'
123	118001.0	372.0	1.0	b'PTH Assay'							b'Thailand'	b'N/A'
124	118001.0	400.0	1.0	b'$qCystat'							b'Thailand'	b'N/A'
125	118001.0	402.0	1.0	b'qAST'	b'1'	b'U/L'	b'30'	b'65'			b'Thailand'	b'N/A'
126	118001.0	404.0	1.0	b'$qALT'	b'1'	b'U/L'	b'15'	b'37'			b'Thailand'	b'N/A'
127	118001.0	405.0	1.0	b'$qBilirubin'	b'3'	b'mg/dL'	b'0'	b'1'			b'Thailand'	b'N/A'
128	118001.0	458.0	1.0	b'$UrineVolUnit'	b'1'	b'mL/24 hr'	b'80'				b'Thailand'	b'N/A'
129	118001.0	461.0	1.0	b'$UrineCreat24Unit'	b'1'	b'mg/24 hr'	b'40'				b'Thailand'	b'N/A'
130	118001.0	505.0	1.0	b'$GlucoseUnit'							b'Thailand'	b'N/A'
131	118001.0	514.0	1.0	b'$HUnit'							b'Thailand'	b'N/A'
132	118001.0	540.0	1.0	b'$SerumUrea'							b'Thailand'	b'N/A'
133	118001.0	625.0	1.0	b'CreatConUnit'							b'Thailand'	b'N/A'
134	118001.0	626.0	1.0	b'DialyCreatCon4HrUnit'							b'Thailand'	b'N/A'
135	118001.0	627.0	1.0	b'DialyCreatCorr4HrUnit'							b'Thailand'	b'N/A'
136	118001.0	628.0	1.0	b'InitDialyGlucConUnit'							b'Thailand'	b'N/A'
137	118001.0	629.0	1.0	b'DialyGlucCon4HrUnit'							b'Thailand'	b'N/A'
138	118001.0	793.0	1.0	b'DialGlucoseCon'							b'Thailand'	b'N/A'
139	118001.0	794.0	1.0	b'DialCreatCon'							b'Thailand'	b'N/A'
140	118001.0	795.0	1.0	b'DialCreatConGlucCor'							b'Thailand'	b'N/A'
141	118001.0	796.0	1.0	b'SerumAlbConc'							b'Thailand'	b'N/A'
142	118001.0	1949.0	1.0	b'PTH-iPTHUnit'							b'Thailand'	b'N/A'
143	118001.0	1950.0	1.0	b'PTH-C-PTHUnit'							b'Thailand'	b'N/A'
144	118001.0	1951.0	1.0	b'PTH-HS-PTHUnit'							b'Thailand'	b'N/A'
145	118001.0	1952.0	1.0	b'PTH-wholePTHUnit'							b'Thailand'	b'N/A'
146	118002.0	38.0	1.0	b'$KGL'	b'1'	b'kg'					b'Thailand'	b'N/A'
147	118002.0	100.0	1.0	b'CaTotalUnit'	b'1'	b'mg/dL'	b'8.6'	b'10'			b'Thailand'	b'N/A'
148	118002.0	103.0	1.0	b'TotalProteinUnit'	b'1'	b'g/L'	b'6.4'	b'8.3'			b'Thailand'	b'N/A'
149	118002.0	104.0	1.0	b'AlbuminUnit'	b'2'	b'g/dL'	b'3.5'	b'5.52'			b'Thailand'	b'N/A'
150	118002.0	110.0	1.0	b'HgbUnit'	b'2'	b'g/dL'			b'male>18    lower normal 12.7 g/dl \r\n           high normal 16.9 g/dl \r\nfemale>18  lower normal 12 g/dl \r\n           high normal 14.9 g/dl'		b'Thailand'	b'N/A'
151	118002.0	111.0	1.0	b'HctUnit'	b'1'	b'%'			b'male>18    lower normal 40.3 % \r\n           high normal 51.9 %\r\nfemale>18  lower normal 37 %\r\n           high normal 45.7 %'		b'Thailand'	b'N/A'
152	118002.0	112.0	1.0	b'MCVUnit'	b'1'	b'fL'			b'male>18    lower normal 80.6\r\n           high normal 98.8\r\nfemale>18  lower normal 80.4\r\n           high normal 95.9'		b'Thailand'	b'N/A'
153	118002.0	113.0	1.0	b'WhBldCntUnit'	b'1'	b'10^3 cells/mm^3'			b'male>18    lower normal 4.5\r\n           high normal 11.3\r\nfemale>18  lower normal 4.4\r\n           high normal 10.3'		b'Thailand'	b'N/A'
154	118002.0	114.0	1.0	b'NeutrophilsUnit'	b'3'	b'%'			b'male>18    lower normal 40 \r\n           high normal 70.3\r\nfemale>18  lower normal 40\r\n           high normal 73.1'		b'Thailand'	b'N/A'
155	118002.0	115.0	1.0	b'LymphUnit'	b'3'	b'%'			b'male>18    lower normal 18.7\r\n           high normal 48.3\r\nfemale>18  lower normal 20.3 \r\n           high normal 47.9'		b'Thailand'	b'N/A'
156	118002.0	117.0	1.0	b'BUNUnit'	b'1'	b'mg/dL'			b'age 18-60   lower normal 6 mg/dl \r\n            high normal 20 mg/dl\r\nage 60-90   lower normal 8 mg/dl \r\n            high normal 23 mg/dl'		b'Thailand'	b'N/A'
157	118002.0	118.0	1.0	b'UreaUnit'	b'1'	b'mg/dL'					b'Thailand'	b'N/A'
158	118002.0	119.0	1.0	b'SodiumUnit'	b'2'	b'mmol/L'	b'136'	b'145'			b'Thailand'	b'N/A'
159	118002.0	120.0	1.0	b'PotassUnit'	b'2'	b'mmol/L'	b'3.4'	b'4.5'			b'Thailand'	b'N/A'
160	118002.0	122.0	1.0	b'BicarbUnit'	b'2'	b'mmol/L'	b'22'	b'29'			b'Thailand'	b'N/A'
161	118002.0	123.0	1.0	b'GlycoHgbUnit'	b'1'	b'%'	b'4.8'	b'5.9'			b'Thailand'	b'N/A'
162	118002.0	126.0	1.0	b'AlkPhosphUnit'	b'3'	b'Other'			b'male    lower normal 40 U/L \r\n        high normal 130 U/L\r\nfemale  lower normal 35 U/L\r\n        high normal 105 U/L'		b'Thailand'	b'N/A'
163	118002.0	212.0	1.0	b'AlkPhosphBoneUnit'	b'2'	b'U/L'			b'male    lower normal 40 U/L \r\n        high normal 130 U/L\r\nfemale  lower normal 35 U/L\r\n        high normal 105 U/L'		b'Thailand'	b'N/A'
164	118002.0	213.0	1.0	b'MagnesiumUnit'	b'2'	b'mg/dL'	b'1.6'	b'2.6'			b'Thailand'	b'N/A'
165	118002.0	215.0	1.0	b'InterleukinUnit'							b'Thailand'	b'N/A'
166	118002.0	267.0	1.0	b'VDUnit1'	b'1'	b'ng/mL'	b'-(reference value)'	b'= 30'			b'Thailand'	b'N/A'
167	118002.0	268.0	1.0	b'VDUnit2'							b'Thailand'	b'N/A'
168	118002.0	269.0	1.0	b'$FASTGlc'							b'Thailand'	b'N/A'
169	118002.0	270.0	1.0	b'PLTUnit'	b'4'	b'cells/\xb5L'			b'male>18    lower normal 160\r\n           high normal 356\r\nfemale>18  lower normal 179\r\n           high normal 435'		b'Thailand'	b'N/A'
170	118002.0	271.0	1.0	b'CHrUnit'	b'2'	b'Other'	b'0.5'	b'2'		b'%'	b'Thailand'	b'N/A'
171	118002.0	272.0	1.0	b'pRBCUnit'	b'1'	b'%'					b'Thailand'	b'N/A'
172	118002.0	273.0	1.0	b'FBNGUnit'	b'1'	b'mg/dL'	b'200'	b'400'			b'Thailand'	b'N/A'
173	118002.0	274.0	1.0	b'BNPUnit'							b'Thailand'	b'N/A'
174	118002.0	275.0	1.0	b'pBNPUnit'							b'Thailand'	b'N/A'
175	118002.0	276.0	1.0	b'TrpTUnit'	b'1'	b'\xb5g/L'					b'Thailand'	b'N/A'
176	118002.0	277.0	1.0	b'TrpIUnit'							b'Thailand'	b'N/A'
177	118002.0	280.0	1.0	b'CreatUnit'	b'1'	b'mg/dL'			b'male    lower normal 0.67 mg/dl \r\n        high normal 1.17 mg/dl\r\nfemale  lower normal 0.51 mg/dl \r\n        high normal 0.95 mg/dl'		b'Thailand'	b'N/A'
178	118002.0	281.0	1.0	b'$CATyp'							b'Thailand'	b'N/A'
179	118002.0	282.0	1.0	b'PhosphUnit'	b'1'	b'mg/dL'	b'2.7'	b'4.5'			b'Thailand'	b'N/A'
180	118002.0	283.0	1.0	b'PTHUnit'							b'Thailand'	b'N/A'
181	118002.0	284.0	1.0	b'UricAcidUnit'	b'1'	b'mg/dL'					b'Thailand'	b'N/A'
182	118002.0	285.0	1.0	b'GlucoseUnit'	b'1'	b'mg/dL'	b'77'	b'99'	b'male    lower normal 3.4 mg/dl \r\n        high normal 7 mg/dl \r\nfemale  lower normal 2.4 mg/dl \r\n        high normal 5.7 mg/dl'		b'Thailand'	b'N/A'
183	118002.0	286.0	1.0	b'TotCholUnit'	b'1'	b'mg/dL'		b'< 200'			b'Thailand'	b'N/A'
184	118002.0	287.0	1.0	b'HDLCholUnit'	b'1'	b'mg/dL'	b'> 40'				b'Thailand'	b'N/A'
185	118002.0	288.0	1.0	b'LDLCholUnit'	b'1'	b'mg/dL'		b'< 160'			b'Thailand'	b'N/A'
186	118002.0	289.0	1.0	b'TriglycUnit'	b'1'	b'mg/dL'		b'< 200'			b'Thailand'	b'N/A'
187	118002.0	290.0	1.0	b'SerumIronUnit'	b'3'	b'\xb5mol/L'	b'9'	b'29'			b'Thailand'	b'N/A'
188	118002.0	291.0	1.0	b'TIBCUnit'	b'3'	b'\xb5mol/L'	b'45'	b'70'			b'Thailand'	b'N/A'
189	118002.0	292.0	1.0	b'FerritinUnit'	b'6'	b'ng/mL'			b'male    lower normal 30\r\n        high normal 400\r\nfemale  lower normal 13\r\n        high normal 150'		b'Thailand'	b'N/A'
190	118002.0	293.0	1.0	b'CRPUnit'	b'2'	b'mg/L'		b'< 5'			b'Thailand'	b'N/A'
191	118002.0	307.0	1.0	b'eGFRUnit'	b'1'	b'mL/min/1.73m^2'					b'Thailand'	b'N/A'
192	118002.0	318.0	1.0	b'$FASTLpd'							b'Thailand'	b'N/A'
193	118002.0	332.0	1.0	b'Beta2MicroglobUnit'	b'2'	b'mg/L'			b' < 3 months            : 2.84 - 3.38 mg/L\r\n   3 months - 1 year   : 1.85 - 2.15 mg/L\r\n > 1 year - 16 years   : 1.48 - 1.56 mg/L\r\n   Adult               : 0.70 - 1.80 mg/L'		b'Thailand'	b'N/A'
194	118002.0	360.0	1.0	b'FGF23 Units'							b'Thailand'	b'N/A'
195	118002.0	371.0	1.0	b'Glycosylated Albumin'							b'Thailand'	b'N/A'
196	118002.0	372.0	1.0	b'PTH Assay'							b'Thailand'	b'N/A'
197	118002.0	400.0	1.0	b'$qCystat'							b'Thailand'	b'N/A'
198	118002.0	402.0	1.0	b'qAST'	b'1'	b'U/L'			b'male    lower normal 0 U/L \r\n        high normal 41 U/L\r\nfemale  lower normal 0 U/L\r\n        high normal 33 U/L'		b'Thailand'	b'N/A'
199	118002.0	404.0	1.0	b'$qALT'	b'1'	b'U/L'			b'male    lower normal 0 U/L \r\n        high normal 40 U/L\r\nfemale  lower normal 0 U/L\r\n        high normal 32 U/L'		b'Thailand'	b'N/A'
200	118002.0	405.0	1.0	b'$qBilirubin'	b'3'	b'mg/dL'	b'0'	b'1.2'			b'Thailand'	b'N/A'
201	118002.0	458.0	1.0	b'$UrineVolUnit'	b'1'	b'mL/24 hr'					b'Thailand'	b'N/A'
202	118002.0	461.0	1.0	b'$UrineCreat24Unit'	b'7'	b'mg/dL'	b'0'	b'300'			b'Thailand'	b'N/A'
203	118002.0	505.0	1.0	b'$GlucoseUnit'							b'Thailand'	b'N/A'
204	118002.0	514.0	1.0	b'$HUnit'	b'2'	b'mg/dL'					b'Thailand'	b'N/A'
205	118002.0	540.0	1.0	b'$SerumUrea'	b'1'	b'mg/dL'					b'Thailand'	b'N/A'
206	118002.0	625.0	1.0	b'CreatConUnit'	b'3'	b'mg/dL'			b'male    lower normal 0.67 mg/dl \r\n        high normal 1.17 mg/dl\r\nfemale  lower normal 0.51 mg/dl \r\n        high normal 0.95 mg/dl'		b'Thailand'	b'N/A'
207	118002.0	626.0	1.0	b'DialyCreatCon4HrUnit'							b'Thailand'	b'N/A'
208	118002.0	627.0	1.0	b'DialyCreatCorr4HrUnit'							b'Thailand'	b'N/A'
209	118002.0	628.0	1.0	b'InitDialyGlucConUnit'							b'Thailand'	b'N/A'
210	118002.0	629.0	1.0	b'DialyGlucCon4HrUnit'							b'Thailand'	b'N/A'
211	118002.0	793.0	1.0	b'DialGlucoseCon'							b'Thailand'	b'N/A'
212	118002.0	794.0	1.0	b'DialCreatCon'							b'Thailand'	b'N/A'
213	118002.0	795.0	1.0	b'DialCreatConGlucCor'	b'3'	b'mg/dL'					b'Thailand'	b'N/A'
214	118002.0	796.0	1.0	b'SerumAlbConc'							b'Thailand'	b'N/A'
215	118002.0	1949.0	1.0	b'PTH-iPTHUnit'							b'Thailand'	b'N/A'
216	118002.0	1950.0	1.0	b'PTH-C-PTHUnit'							b'Thailand'	b'N/A'
217	118002.0	1951.0	1.0	b'PTH-HS-PTHUnit'							b'Thailand'	b'N/A'
218	118002.0	1952.0	1.0	b'PTH-wholePTHUnit'							b'Thailand'	b'N/A'
219	118003.0	38.0	1.0	b'$KGL'	b'1'	b'kg'					b'Thailand'	b'N/A'
220	118003.0	100.0	1.0	b'CaTotalUnit'	b'1'	b'mg/dL'	b'8.8'	b'10.6'			b'Thailand'	b'N/A'
221	118003.0	103.0	1.0	b'TotalProteinUnit'	b'2'	b'g/dL'	b'6.6'	b'8.3'			b'Thailand'	b'N/A'
222	118003.0	104.0	1.0	b'AlbuminUnit'	b'2'	b'g/dL'	b'3.5'	b'5.2'			b'Thailand'	b'N/A'
223	118003.0	110.0	1.0	b'HgbUnit'	b'2'	b'g/dL'	b'11.6'	b'16.3'			b'Thailand'	b'N/A'
224	118003.0	111.0	1.0	b'HctUnit'	b'1'	b'%'	b'40'	b'55'			b'Thailand'	b'N/A'
225	118003.0	112.0	1.0	b'MCVUnit'	b'1'	b'fL'	b'82'	b'96'			b'Thailand'	b'N/A'
226	118003.0	113.0	1.0	b'WhBldCntUnit'	b'3'	b'cells/mm^3'	b'4800'	b'10800'			b'Thailand'	b'N/A'
227	118003.0	114.0	1.0	b'NeutrophilsUnit'	b'3'	b'%'	b'43'	b'65'			b'Thailand'	b'N/A'
228	118003.0	115.0	1.0	b'LymphUnit'	b'3'	b'%'	b'20'	b'45'			b'Thailand'	b'N/A'
